totalvehicles,CaseYear,ST_CASE,VEH_NO,NUMOCCS,DEATHS,DR_DRINK,DR_ZIP,SPEEDREL,HIT_RUN,BODY_TYP,BODY_TYPNAME,MAK_MOD,MOD_YEAR,Body,DISTRACT,IMPAIR
2,2015,540096,2,2,1,FALSE,26267,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Toyota Tacoma,2005,Pickup,Not Distracted,None/Apparently Normal
1,2015,540097,1,1,0,FALSE,26416,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Toyota Tacoma,2014,Pickup,Not Distracted,Unknown
1,2015,540098,1,1,0,FALSE,26155,FALSE,TRUE,6,Station Wagon (excluding van and truck based),Toyota Scion xB (2004-2011 only.  See Scion for 2012 on.),2010,Sedan,Unknown if Distracted,Unknown
1,2015,540099,1,2,2,FALSE,26288,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Chevrolet TrailBlazer (2003 on; for 2002 model, see 401)",2004,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2015,540100,1,2,2,TRUE,26412,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,2004,Utility/Minivan,Not Distracted,Unknown
1,2015,540101,1,1,1,FALSE,25015,TRUE,FALSE,4,"4-door sedan, hardtop",Dodge Stratus,1998,Sedan,Not Distracted,"Ill, Blackout"
1,2015,540102,1,1,0,FALSE,26241,FALSE,FALSE,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",Ford E-Series Van/Econoline,2011,Bus/Large van,Not Distracted,None/Apparently Normal
1,2015,540103,1,1,1,TRUE,25306,TRUE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Ford Ranger,2001,Pickup,Not Distracted,Under the Influence
1,2015,540104,1,1,1,FALSE,25015,TRUE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",1994,Pickup,Not Distracted,None/Apparently Normal
1,2015,540105,1,1,1,FALSE,26301,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Chevrolet Fullsize Blazer/Tahoe,2003,Utility/Minivan,Not Distracted,Unknown
1,2015,540106,1,3,1,FALSE,25674,FALSE,FALSE,4,"4-door sedan, hardtop",Toyota Camry,1996,Sedan,Not Distracted,None/Apparently Normal
1,2015,540107,1,1,1,FALSE,26041,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Dodge Ram Pickup,2015,Pickup,Not Distracted,Unknown
1,2015,540108,1,1,1,FALSE,25275,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","GMC C, K, R, V-series pickup/     Sierra",2002,Pickup,Not Distracted,Asleep or Fatigued
1,2015,540109,1,3,1,FALSE,26201,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Dodge Journey,2009,Sedan,Not Distracted,None/Apparently Normal
3,2015,540110,1,1,0,FALSE,26562,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",Mack Medium/Heavy - CBE,2009,Straight truck,Not Distracted,None/Apparently Normal
3,2015,540110,2,1,0,FALSE,26582,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","GMC C, K, R, V-series pickup/     Sierra",2012,Pickup,Not Distracted,None/Apparently Normal
3,2015,540110,3,1,1,TRUE,26167,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Chevrolet Colorado,2008,Pickup,Not Distracted,Unknown
3,2015,540111,1,1,1,FALSE,25071,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,1997,Motorcycle,Not Distracted,None/Apparently Normal
3,2015,540111,2,1,0,FALSE,25045,FALSE,FALSE,5,5-door/4-door hatchback,Dodge Caliber,2009,Sedan,Not Distracted,None/Apparently Normal
3,2015,540111,3,4,0,FALSE,15330,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2013,Pickup,Not Distracted,None/Apparently Normal
3,2015,540112,1,1,0,FALSE,24901,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",2012,Pickup,Not Distracted,None/Apparently Normal
3,2015,540112,2,2,2,FALSE,25917,FALSE,FALSE,6,Station Wagon (excluding van and truck based),KIA Soul,2014,Sedan,Not Distracted,None/Apparently Normal
3,2015,540112,3,1,0,FALSE,25901,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",2000,Pickup,Not Distracted,Under the Influence
2,2015,540113,1,1,1,FALSE,24868,FALSE,FALSE,83,Off-road Motorcycle (2-wheel),Honda 0- 50 cc,2004,ATV/Off road,Not Distracted,None/Apparently Normal
2,2015,540113,2,2,0,FALSE,24868,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Kawasaki 350cc or greater (ATV),2006,ATV/Off road,Not Distracted,None/Apparently Normal
1,2015,540114,1,1,1,TRUE,25502,TRUE,FALSE,90,ATV/ATC [All-Terrain Cycle],Yamaha 350cc or greater (ATV),2012,ATV/Off road,Not Distracted,Under the Influence
1,2015,540115,1,1,1,FALSE,23508,FALSE,FALSE,5,5-door/4-door hatchback,Volkswagen Rabbit,2007,Sedan,Not Distracted,Unknown
1,2015,540116,1,1,1,FALSE,25365,FALSE,FALSE,4,"4-door sedan, hardtop",Chevrolet Malibu/Malibu Maxx,2014,Sedan,Not Distracted,None/Apparently Normal
1,2015,540117,1,1,1,TRUE,25617,TRUE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2003,Pickup,Not Distracted,Under the Influence
1,2015,540118,1,1,1,TRUE,25413,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Chevrolet Astro Van,1999,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2015,540119,1,1,1,FALSE,24874,TRUE,FALSE,90,ATV/ATC [All-Terrain Cycle],Yamaha 350cc or greater (ATV),2001,ATV/Off road,Not Distracted,Unknown
1,2015,540120,1,1,1,FALSE,47591,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",International Harvester/Navistar Medium/Heavy - CBE,2006,Straight truck,Not Distracted,None/Apparently Normal
2,2015,540121,1,1,1,FALSE,25427,FALSE,FALSE,1,"Convertible(excludes sun-roof,t-bar)",Chrysler LeBaron,1994,Sedan,Not Distracted,Unknown
2,2015,540121,2,2,0,FALSE,25427,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Honda Odyssey,2012,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2015,540122,1,1,1,TRUE,25085,TRUE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2005,Motorcycle,Not Distracted,Under the Influence
1,2015,540123,1,1,1,TRUE,17260,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Suzuki Sidekick/Vitara/ Vitara V6,1999,Utility/Minivan,Not Distracted,Unknown
1,2015,540124,1,1,1,FALSE,25119,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Dodge Ram Pickup,1995,Pickup,Not Distracted,"Ill, Blackout"
1,2015,540125,1,1,1,FALSE,25428,TRUE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,1990,Pickup,Not Distracted,None/Apparently Normal
1,2015,540126,1,1,0,TRUE,24901,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Dodge Ram Pickup,2000,Pickup,Not Distracted,Under the Influence
2,2015,540127,1,2,1,FALSE,26105,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Dodge Durango (2004 on; see 402 for 1998-2003 models),2004,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540127,2,3,0,FALSE,45750,FALSE,FALSE,4,"4-door sedan, hardtop","Buick / Opel LeSabre/Centurion/ Estate Wagon, Invicta, Custom, Limited, T-Type, Ltd, C.M.I, LE",2001,Sedan,Not Distracted,None/Apparently Normal
2,2015,540128,1,1,1,FALSE,25202,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2002,Motorcycle,Not Distracted,None/Apparently Normal
2,2015,540128,2,2,0,TRUE,25526,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Toyota Tacoma,2007,Pickup,Not Distracted,Under the Influence
2,2015,540129,1,1,0,FALSE,25425,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2004,Pickup,Not Distracted,None/Apparently Normal
2,2015,540129,2,1,1,TRUE,25425,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Yamaha 350cc or greater (ATV),2010,ATV/Off road,Not Distracted,Unknown
2,2015,540130,1,1,1,TRUE,25504,FALSE,FALSE,4,"4-door sedan, hardtop",KIA Spectra/Spectra5,2003,Sedan,Not Distracted,Under the Influence
2,2015,540130,2,2,0,FALSE,25701,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,2015,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540131,1,1,1,FALSE,26105,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2008,Motorcycle,Not Distracted,None/Apparently Normal
2,2015,540131,2,1,0,FALSE,26150,FALSE,FALSE,4,"4-door sedan, hardtop",Pontiac Grand AM,2004,Sedan,Not Distracted,None/Apparently Normal
2,2015,540132,1,4,2,TRUE,21045,TRUE,TRUE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Volvo XC90,2006,Utility/Minivan,Not Distracted,Under the Influence
2,2015,540132,2,2,0,FALSE,21742,FALSE,FALSE,4,"4-door sedan, hardtop",Cadillac DTS,2006,Sedan,Not Distracted,None/Apparently Normal
1,2015,540133,1,3,1,FALSE,26261,FALSE,FALSE,28,"Other van type (Hi-Cube Van, Kary)",Ford Van Derivative,2003,Straight truck,Not Distracted,None/Apparently Normal
6,2015,540135,1,1,0,FALSE,25688,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2012,Pickup,Other Distraction,Unknown
6,2015,540135,2,2,2,FALSE,25302,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2008,Motorcycle,Not Distracted,None/Apparently Normal
6,2015,540135,3,2,0,FALSE,25071,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2015,Motorcycle,Not Distracted,None/Apparently Normal
6,2015,540135,4,2,0,FALSE,25309,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2008,Motorcycle,Not Distracted,None/Apparently Normal
6,2015,540135,5,1,0,FALSE,25573,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",1999,Pickup,Not Distracted,None/Apparently Normal
3,2015,540136,1,1,0,FALSE,26542,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2007,Pickup,Not Distracted,None/Apparently Normal
3,2015,540136,2,2,0,FALSE,26501,FALSE,FALSE,4,"4-door sedan, hardtop","Honda Civic/CRX, del Sol",2004,Sedan,Not Distracted,None/Apparently Normal
3,2015,540136,3,1,1,FALSE,26508,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,1987,Motorcycle,Not Distracted,None/Apparently Normal
2,2015,540137,1,1,0,FALSE,26570,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2003,Pickup,Not Distracted,None/Apparently Normal
2,2015,540137,2,1,1,FALSE,26554,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Suzuki Sidekick/Vitara/ Vitara V6,2003,Utility/Minivan,Not Distracted,Unknown
2,2015,540138,1,1,1,TRUE,26508,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Toyota Tacoma,2015,Pickup,Not Distracted,Under the Influence
2,2015,540138,2,1,0,FALSE,20886,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",2006,Pickup,Not Distracted,None/Apparently Normal
1,2015,540140,1,3,1,FALSE,26101,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","GMC C, K, R, V-series pickup/     Sierra",1996,Pickup,While Using or Reaching for Device/Object Brought into Vehicle,None/Apparently Normal
1,2015,540141,1,1,1,TRUE,25801,FALSE,FALSE,80,Motorcycle,Other Make Unknown cc,2014,Motorcycle,Not Distracted,Unknown
1,2015,540142,1,1,0,FALSE,NA,NA,TRUE,99,Unknown body type,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",NA,Unknown,Unknown if Distracted,Unknown
1,2015,540143,1,1,1,TRUE,25512,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 350cc or greater (ATV),2000,ATV/Off road,Not Distracted,Under the Influence
1,2015,540144,1,4,2,TRUE,25309,FALSE,FALSE,4,"4-door sedan, hardtop",Volkswagen CC (For 2012 on. See model 046 for 2008-2011.),2015,Sedan,Not Distracted,Under the Influence
1,2015,540145,1,1,1,TRUE,26101,FALSE,FALSE,4,"4-door sedan, hardtop",Dodge Stratus,2000,Sedan,Not Distracted,Under the Influence
1,2015,540146,1,2,1,TRUE,25425,TRUE,FALSE,2,"2-door sedan,hardtop,coupe",Pontiac Firebird/Trans AM,1994,Sedan,Not Distracted,Under the Influence
1,2015,540147,1,1,1,FALSE,25678,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Kawasaki 350cc or greater (ATV),2008,ATV/Off road,Not Distracted,Under the Influence
5,2015,540148,1,1,0,FALSE,26170,TRUE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",Mack Medium/Heavy - CBE,1999,Straight truck,Not Distracted,None/Apparently Normal
5,2015,540148,2,1,0,FALSE,26150,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,2004,Utility/Minivan,Not Distracted,None/Apparently Normal
5,2015,540148,3,4,0,FALSE,26180,FALSE,FALSE,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",Chevrolet G-series van,1993,Bus/Large van,Not Distracted,None/Apparently Normal
5,2015,540148,4,1,0,FALSE,45711,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Toyota Tacoma,2011,Pickup,Not Distracted,None/Apparently Normal
1,2015,540149,1,1,1,FALSE,25187,FALSE,FALSE,83,Off-road Motorcycle (2-wheel),Honda 350-449 cc,2002,ATV/Off road,Not Distracted,None/Apparently Normal
1,2015,540150,1,2,1,TRUE,26547,FALSE,FALSE,16,"Utility station wagon (includes suburban limousines, Suburban, Travellall, Grand Wagoneer)",Ford Excursion,2000,Utility/Minivan,By Other Occupant(s),Under the Influence
1,2015,540151,1,1,1,FALSE,24941,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",2004,Pickup,Not Distracted,Under the Influence
1,2015,540152,1,1,1,TRUE,26601,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,2010,Utility/Minivan,Not Distracted,Under the Influence
1,2015,540153,1,1,1,FALSE,25801,FALSE,FALSE,80,Motorcycle,Unknown Make Unknown cc,1992,Motorcycle,Not Distracted,None/Apparently Normal
1,2015,540154,1,1,1,FALSE,26588,TRUE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Dodge Ram Pickup,2006,Pickup,Not Distracted,Under the Influence
1,2015,540155,1,1,1,TRUE,24701,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Yamaha 350cc or greater (ATV),2007,ATV/Off road,Not Distracted,Under the Influence
2,2015,540156,1,1,1,FALSE,26323,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Honda CR-V,2010,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540156,2,1,0,TRUE,44402,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,2000,Utility/Minivan,Not Distracted,Under the Influence
2,2015,540157,1,1,1,FALSE,25427,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,2006,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540157,2,1,0,FALSE,25420,FALSE,FALSE,16,"Utility station wagon (includes suburban limousines, Suburban, Travellall, Grand Wagoneer)",Ford Excursion,2000,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540158,1,2,0,FALSE,26267,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Liberty,2002,Utility/Minivan,Not Distracted,Unknown
2,2015,540158,2,4,1,FALSE,26201,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Chevrolet Cavalier,2003,Sedan,Not Distracted,Unknown
2,2015,540159,1,1,0,FALSE,25045,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Chevrolet Fullsize Blazer/Tahoe,2002,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540159,2,2,2,TRUE,25045,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Chevrolet TrailBlazer (2003 on; for 2002 model, see 401)",2003,Utility/Minivan,Not Distracted,Under the Influence
2,2015,540160,1,1,0,FALSE,22602,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Chevrolet Fullsize Blazer/Tahoe,2000,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540160,2,1,1,FALSE,25427,FALSE,FALSE,4,"4-door sedan, hardtop",Chevrolet Sonic,2014,Sedan,Not Distracted,None/Apparently Normal
2,2015,540161,1,1,1,TRUE,25425,FALSE,FALSE,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",Freightliner Sprinter/Advantage,2005,Bus/Large van,Not Distracted,Unknown
2,2015,540162,1,1,1,FALSE,26253,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",2005,Pickup,Not Distracted,None/Apparently Normal
2,2015,540162,2,1,0,FALSE,30114,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Freightliner Medium/Heavy - CBE,2013,Truck-tractor,Not Distracted,None/Apparently Normal
2,2015,540163,1,2,2,FALSE,15122,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",2002,Pickup,Not Distracted,Unknown
2,2015,540163,2,1,0,FALSE,25419,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Dodge Ram Pickup,2001,Pickup,Not Distracted,None/Apparently Normal
3,2015,540164,1,2,0,FALSE,25962,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Subaru Forester,2011,Utility/Minivan,Not Distracted,None/Apparently Normal
3,2015,540164,2,1,1,TRUE,25976,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Suzuki 350cc or greater (ATV),2011,ATV/Off road,Not Distracted,Under the Influence
4,2015,540165,1,1,1,TRUE,25260,FALSE,FALSE,4,"4-door sedan, hardtop",Lincoln Zephyr/MKZ,2009,Sedan,Not Distracted,Unknown
3,2015,540166,1,1,1,FALSE,34210,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,1997,Utility/Minivan,Not Distracted,Unknown
3,2015,540166,2,2,0,FALSE,34667,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",KIA Sportage,2011,Utility/Minivan,Not Distracted,None/Apparently Normal
3,2015,540166,3,1,0,FALSE,25918,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",2004,Pickup,Not Distracted,None/Apparently Normal
2,2015,540167,1,1,0,TRUE,26836,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2000,Pickup,Not Distracted,Under the Influence
2,2015,540167,2,4,1,FALSE,26836,FALSE,FALSE,4,"4-door sedan, hardtop",Dodge Intrepid,2002,Sedan,Not Distracted,None/Apparently Normal
2,2015,540168,1,2,0,FALSE,44483,FALSE,FALSE,4,"4-door sedan, hardtop",Pontiac G6,2007,Sedan,Not Distracted,None/Apparently Normal
2,2015,540168,2,2,1,FALSE,20905,FALSE,FALSE,80,Motorcycle,Suzuki 450-749cc,2007,Motorcycle,Not Distracted,None/Apparently Normal
2,2015,540169,1,1,1,TRUE,25526,TRUE,FALSE,90,ATV/ATC [All-Terrain Cycle],Yamaha 350cc or greater (ATV),NA,ATV/Off road,Not Distracted,None/Apparently Normal
2,2015,540169,2,1,0,FALSE,25177,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 125-349cc (ATV),NA,ATV/Off road,Not Distracted,None/Apparently Normal
2,2015,540170,1,1,1,FALSE,26374,FALSE,FALSE,92,Farm equipment other than trucks,Other Make Other (vehicle),2009,Other (specified),Not Distracted,None/Apparently Normal
2,2015,540170,2,1,0,FALSE,26374,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Pontiac Vibe,2004,Sedan,Not Distracted,None/Apparently Normal
1,2015,540171,1,1,1,FALSE,25253,TRUE,FALSE,2,"2-door sedan,hardtop,coupe",Chevrolet Cavalier,2004,Sedan,Not Distracted,None/Apparently Normal
1,2015,540172,1,3,1,FALSE,25405,FALSE,FALSE,4,"4-door sedan, hardtop",Datsun/Nissan 810/Maxima,2001,Sedan,Not Distracted,None/Apparently Normal
1,2015,540173,1,1,1,TRUE,24962,TRUE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Dodge Dakota,1995,Pickup,Not Distracted,Unknown
1,2015,540174,1,1,0,FALSE,NA,NA,TRUE,99,Unknown body type,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",NA,Unknown,Not Distracted,Unknown
